id	name	pretty_name	so_terms	rna_type	description	seed_count	full_count	clan_id	length
RF00053	mir-7	mir-7 microRNA precursor	SO:0001244	Gene; miRNA;	This family represents the microRNA (miRNA) precursor mir-7. This miRNA has been predicted or experimentally confirmed in a wide range of species (MIPF:MIPF0000022). miRNAs are transcribed as ~70nt precursors (modelled here) and subsequently processed by the Dicer enzyme to give a ~22nt product. In this case the mature sequence comes from the 5' arm of the precursor. The extents of the hairpin precursors are not generally known and are estimated based on hairpin prediction. The products are thought to have regulatory roles through complementarity to mRNA. The involvement of Dicer in miRNA processing suggests a relationship with the phenomenon of RNA interference. miRNAs are numbered based on the sequence of the mature RNA.	57	398	NULL	88
RF00054	SNORD25	Small nucleolar RNA SNORD25	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U25 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. U25 is found in gene clusters in plants [1], and within the U22 snoRNA host gene (UHG) in mammals [2]. U25 is thought to as a 2'-O-ribose methylation guide for ribosomal RNA. This RNA has also been named snoRNA R73 in some plants.	12	281	CL00049	87
RF00055	SNORD96	Small nucleolar RNA SNORD96 family	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoRNA Z37 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. Z37 acts as a methylation guide for 5.8S ribosomal RNA. This family contains a putative snoRNA found in the intron of the receptor for activated C kinase (RACK1) gene in mammals (S. Griffiths-Jones, pers. obs.). This family also includes human snoRNAs U96a (SNORD96A) and U96b (SNORD96B) and the apicomplexan snoRNA snr39b.	9	297	CL00072	85
RF00056	SNORA71	Small nucleolar RNA SNORA71	SO:0000594	Gene; snRNA; snoRNA; HACA-box;	The members of this family belong to the H/ACA class of snoRNAs which bind a number of proteins (including dyskerin, Gar1p and Nop10p) to form snoRNP complexes. This class of snoRNAs are thought to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs [2]. This family includes U71 (SNORA71), ACA39 (SNORA39) and ACA60 (SNORA60) [1,3]. U71 and ACA60 are predicted to guide the pseudouridylation of U406 and U1004 in 18S rRNA respectively [4]. There is currently no target RNA identified for ACA39 [3].	40	361	NULL	134
RF00057	RyhB	RyhB RNA	SO:0000644	Gene; sRNA;	The RyhB 90-nt RNA down-regulates a set of iron-storage and iron-using proteins when iron is limiting; it is itself negatively regulated by the ferric uptake repressor protein, Fur (Ferric uptake regulator). RyhB RNA levels are inversely correlated with mRNA levels for the sdhCDAB operon, encoding succinate dehydrogenase, as well as five other genes previously shown to be positively regulated by Fur by an unknown mechanism. These include two other genes encoding enzymes in the tricarboxylic acid cycle, acnA and fumA, two ferritin genes, ftnA and bfr, and a gene for superoxide dismutase, sodB [1]. This ncRNA gene was recently identified in a screen and called SraI and was found to be expressed only in stationary phase [2].	26	256	NULL	67
RF00058	HgcF	HgcF RNA	SO:0000655	Gene;	The HgcF ncRNA gene was identified computationally in AT-rich hyperthermophiles. The genes were named hgcA through hgcG ("high GC"). HgcF is of unknown function.	4	9	NULL	168
RF00059	TPP	TPP riboswitch (THI element)	SO:0000035	Cis-reg; riboswitch;	Vitamin B(1) in its active form thiamin pyrophosphate (TPP) is an essential coenzyme that is synthesised by coupling of pyrimidine and thiazole moieties in bacteria. The previously detected thiamin-regulatory element, thi box [1] was extended, resulting in a new, highly conserved RNA secondary structure, the THI element, which is widely distributed in eubacteria and also occurs in some archaea. Analysis of operon structures identified a large number of new candidate thiamin-regulated genes, mostly transporters, in various prokaryotic organisms [2]. The THI element is a riboswitch [3] that directly binds to TPP to regulate gene expression through a variety of mechanisms in archaea, bacteria and eukaryotes [4,5].	109	9071	NULL	105
RF00060	HgcE	HgcE RNA	SO:0000655	Gene;	The HgcE ncRNA gene was identified computationally in AT-rich hyperthermophiles. The genes were named hgcA through hgcG ("high GC"). HgcE is of unknown function.	4	7	NULL	130
RF00061	IRES_HCV	Hepatitis C virus internal ribosome entry site	SO:0000243	Cis-reg; IRES;	Protein translation of most eukaryotic mRNAs requires association of Met-tRNA, several initiation factors, and GTP with the 40S ribosomal subunit. The ribosome can only bind the capped mRNA after binding the initiator tRNA. Translation of hepatitis C virus (HCV) mRNA is initiated by a different mechanism from the usual 5' cap-binding model [2]. This alternate mechanism relies on the direct binding of the 40S ribosomal subunit by the internal ribosome entry site (IRES) in the 5' UTR of HCV RNA. HCV IRES adopts a complex structure, and may differ significantly from IRES elements identified in picornaviruses. A small number of eukaryotic mRNA have been shown to be translated by internal ribosome entry [3].	79	7	CL00017	255
RF00062	HgcC	HgcC family RNA	SO:0000655	Gene;	The HgcC ncRNA gene was identified computationally in AT-rich hyperthermophiles. The genes were named hgcA through hgcG ("high GC"). HgcC is of unknown function. Two other homologues were detected called HhcA and HhcB after "homologue of hgcC" [1]. This family contains a large number of putative archaeal matches to the 3' end of the known ncRNAs. Many of these partly overlap coding regions.	5	10	NULL	130
RF00063	SscA	SscA RNA	SO:0000233	Gene;	The SscA ncRNA gene was identified computationally in AT-rich hyperthermophiles using QRNA [1]. SscA stands for Secondary Structure Conserved A. SscA is 97 nucleotides in length and is of unknown function. This RNA is currently restricted to pyrococcal species.	5	9	NULL	96
RF00064	HgcG	HgcG RNA	SO:0000655	Gene;	The HgcG ncRNA gene was identified computationally in AT-rich hyperthermophiles. The genes were named hgcA through hgcG ("high GC") [1]. HgcG is of unknown function. hgcG is significantly similar to a region of the Archaeoglobus fulgidus genome. In a recent experimental screen for ncRNAs in A. fulgidus, this locus was identified as the second-most abundant transcript (Afu-4) (T.-H. Tang, J.-P. Bachellerie, H. Huber, M. Drungowski, T. Elge, J. Brosius, and A. Hüttenhofer, personal communication in [1]).	5	14	NULL	276
RF00065	snoR9	Small nucleolar RNA snoR9	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoRNA R9 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. R9 was identified in a computational screen in AT-rich hyperthermophiles [1]. R9 was found to overlap with the smaller snoRNA R19 which is currently a member of Pyrococcus C/D box snoRNA family Rfam:RF00095.	5	6	NULL	128
RF00066	U7	U7 small nuclear RNA	SO:0000274	Gene; snRNA;	Animal histone pre-mRNAs are spliced by a different mechanism than nuclear pre-mRNAs and self-splicing introns. This processing involves the U7 snRNP, which contains only one RNA species: U7. The 5' end of U7 RNA is thought to base-pair to a conserved spacer element downstream of the cleavage site in histone pre-mRNA. This family contains a number of annotated U7 pseudogenes.	49	2931	NULL	63
RF00067	SNORD15	Small nucleolar RNA SNORD15	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U15 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. U15 is encoded within the introns of ribosomal protein S1 in Xenopus and S3 in human and Fugu. snoR75 from Arabidopsis [3] and homologues in rice and other plants are alternatively known as U15, and, despite a significantly shorter sequence length, appear to be related [4].	11	255	CL00045	145
RF00068	SNORD21	Small nucleolar RNA SNORD21	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U21 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. U21 is encoded within an intron of the gene for ribosomal protein L5 in mammals [1], but within introns of the ADP ribosylation factor gene in Drosophila [2]. U21 snoRNA has a 13 nt region of complementarity with an invariant region of eukaryotic 28S ribosomal RNA.	5	95	NULL	95
RF00069	SNORD24	Small nucleolar RNA SNORD24	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U24 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs [1]. C/D box snoRNAs have been shown to act as methylation guides for a number of RNA targets [2,3]. U24 is encoded within an intron of the gene for ribosomal protein L7a in mammals, chicken and Fugu [4]. The U76 snoRNA is found in an intron of the uRNA host gene (UHG) growth arrest specific 5 (GAS5) transcript gene [5]. snoRNAs Z20 and U76 snoRNAs show clear similarity to U24.	14	668	NULL	76
RF00070	SNORD29	Small nucleolar RNA SNORD29	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U29 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. Most of the members of the box C/D family function in directing site-specific 2'-O-methylation of substrate RNAs [1].	10	104	CL00051	65
RF00071	SNORD73	Small nucleolar RNA SNORD73	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U73 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. U73 is encoded within the introns of ribosomal protein S3a and contains a 12nt region of complementarity to a conserved sequence in 28S ribosomal RNA. U73 is therefore thought to function as a 2'-O-ribose methylation guide for pre-rRNA.	25	151	NULL	72
RF00072	SNORA75	Small nucleolar RNA SNORA75	SO:0000594	Gene; snRNA; snoRNA; HACA-box;	U23 belongs to the H/ACA class of snoRNAs. snoRNAs bind a number of proteins (including dyskerin, Gar1p and Nop10p in the case of the H/ACA class) to form snoRNP complexes. This class are thought to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs [3]. Targets include ribosomal and spliceosomal RNAs as well as the Trypanosoma spliced leader RNA (SL RNA) as possibly other, still unknown cellular RNAs [3]. U23 can direct the pseudouridylation of U97 in human 18S rRNA (Bachellerie JP, Ganot, P unpublished data). U23 is encoded within intron 12 of the nucleolin gene in human, mouse, rat chicken, and Xenopus laevis.	6	96	NULL	134
